time,dF,dRV
0.0,-0.010685674871740068,23.543652990402318
0.2505,-0.01053684096502738,23.826508914699495
0.501,-0.010417644862628405,24.24443657782772
0.7515,-0.010332665571117174,24.87568303425341
1.002,-0.010288288162919807,25.784863957671288
1.2525,-0.010294347706826587,26.907577479657174
1.503,-0.010355356435026136,28.122246047918306
1.7535,-0.010470544234886227,29.373355898564355
2.004,-0.010635942687592548,30.580552066499486
2.2545,-0.010839392942217148,31.53139594900783
2.505,-0.011060816579819756,32.0361164339319
2.7555,-0.01128641403837643,32.12663359797121
3.006,-0.011515864508939969,32.028886717180555
3.2565,-0.011745358411271679,31.90819128879107
3.507,-0.011974030612475444,31.76929118468706
3.7575,-0.012197077920928888,31.513315024755325
4.008,-0.012407618221766104,31.1611253384807
4.2585,-0.012599793885117517,30.744448105600327
4.509,-0.012765765087017641,30.330748593056864
4.7595,-0.012898587065348336,29.969117400927665
5.01,-0.012994757983822724,29.548761954602003
5.2605,-0.013041764371695892,28.9823559191211
5.511,-0.013027822235963436,28.450866548203493
5.7615,-0.012958728218930847,28.087554863293935
6.012,-0.012839446584923893,27.876199102701865
6.2625,-0.012682535830386634,27.913099812032836
6.513,-0.01250786744847642,28.223843471151678
6.7635,-0.012331320641479147,28.677316935560587
7.014,-0.01215699302818396,29.197922258466026
7.2645,-0.011991417473545006,29.835085895074208
7.515,-0.011854371100078878,30.647731183991592
7.7655,-0.011759368412449686,31.587708597156713
8.016,-0.011712820217271649,32.81802885535642
8.2665,-0.011733258353542605,34.32021566690541
8.517,-0.011835362202658052,35.90319765318353
8.7675,-0.012023323252734117,37.47143405438372
9.018,-0.012293175355508537,38.88247240570921
9.2685,-0.012632910030835533,40.065102042606945
9.519,-0.013029613592854584,41.22405438025467
9.7695,-0.013489763130945019,42.564772719863
10.02,-0.014016437368538536,44.01572162481917
10.2705,-0.014606333917057946,45.44941373079411
10.521,-0.015248421822612039,46.81329675176522
10.7715,-0.015927107745395356,48.05177893303458
11.022,-0.0166243306646786,49.18919343426527
11.2725,-0.017321891589036954,50.24635436300579
11.523,-0.017996096221935362,51.08668992382543
11.7735,-0.018626188059292007,51.71511398557705
12.024,-0.019198754773600182,52.302014052301494
12.2745,-0.019704238256611543,52.79097228898128
12.525,-0.02013374733570635,53.111140549142554
12.7755,-0.020480935377203257,53.255222782464976
