time,dF,dRV
0.0,-0.0006530641738172935,2.231724474986207
0.2505,-0.00014125654491306636,2.276153175874321
0.501,0.0003313569877492639,2.458192908604908
0.7515,0.0007466876600962663,2.773394423816548
1.002,0.0010894282739446351,3.216609173194282
1.2525,0.001346750698474271,3.7783195323308667
1.503,0.001508779303502124,4.44473038301162
1.7535,0.0015689640487505127,5.198081519788353
2.004,0.0015243392180865423,6.017169296425404
2.2545,0.001375657726461219,6.878050349585599
2.505,0.0011273952543076932,7.754886843621697
2.7555,0.000787623029128566,8.620882580831214
3.006,0.0003677527169129952,9.449253343639247
3.2565,-0.00011783855713964073,10.214173456677868
3.507,-0.0006472373363022375,10.90088482536263
3.7575,-0.0011233866326654353,11.503024693786186
4.008,-0.0015037011574383923,11.887471147949931
4.2585,-0.0018534753999041756,12.036284726404666
4.509,-0.002209318968385569,12.108464983393969
4.7595,-0.002527277825663077,12.238816177262503
5.01,-0.0027540929213895433,12.641184395874035
5.2605,-0.0029100491391454,13.275824328028998
5.511,-0.0030423042976031782,13.932824958802012
5.7615,-0.0031514344358128978,14.558727196165492
6.012,-0.003233063196185485,15.116012111915666
6.2625,-0.0032312673662412946,15.46811412395631
6.513,-0.0031509037662694824,15.604734481637987
6.7635,-0.0030421978989384484,15.587736214987638
7.014,-0.0029081090192818763,15.390419664087231
7.2645,-0.0027520458966990833,14.995305097226606
7.515,-0.0025778349871617917,14.39544411361438
7.7655,-0.0023896705195790933,13.595053146806809
8.016,-0.0021920456203034537,12.60944680650967
8.2665,-0.0019896645502645747,11.464291353243935
8.517,-0.0017873371573434828,10.19423837222435
8.7675,-0.001589857703136092,8.841033443539345
9.018,-0.0014018712556054828,7.4512224454975104
9.2685,-0.00122773179369637,6.073597727125827
9.519,-0.001071356994703342,4.756536952825815
9.7695,-0.0009360853219705628,3.5453887440742307
10.02,-0.0008245414576219876,2.480051668097765
10.2705,-0.0007385162992852668,1.5928775101960233
10.521,-0.0006788676382678339,0.9070074030968025
10.7715,-0.0006454472482194997,0.43522188898739955
11.022,-0.0006370594394360403,0.1793551832985443
11.2725,-0.0006514551891216387,0.13029170659545444
11.523,-0.0006935334454493907,0.2834271412471714
11.7735,-0.0007661684709256297,0.6242649105509679
12.024,-0.0008359655222295611,1.0599605090324253
12.2745,-0.0008510704744829261,1.3732756385909695
12.525,-0.000773270461547271,1.381580519437937
12.7755,-0.0006329369145881855,1.1605224378525418
13.026,-0.0004924160286046925,0.9251342261754032
13.2765,-0.0003603432471293796,0.6945092140460036
13.527,-0.0002403876365444125,0.4729430629954101
13.7775,-0.00013541532605047997,0.2658284973427789
14.028,-4.7409888446578344e-5,0.07905853825765252
14.2785,2.2563284212387044e-5,-0.08163626810581892
14.529,7.434827845306655e-5,-0.2113515822444021
14.7795,0.00010864729805075483,-0.3066093136583531
15.03,0.00013255752738178196,-0.2991726575956437
15.2805,0.00015813150614832035,0.031602100796596255
15.531,0.00015820651493213053,0.4335376251715353
15.7815,0.0001306760057883984,0.8829432055912136
16.032,7.446548072672443e-5,1.3542780873341793
16.2825,-7.449057357800291e-6,1.8330094181313505
16.533,-9.958750256688169e-5,2.3580280026704097
16.7835,-0.00022045194275279302,2.8362618740091357
17.034,-0.00036958313273813807,3.2347868062366927
17.2845,-0.0005423177031403647,3.53741875432001
17.535,-0.0007318436730807781,3.7333101326997853
17.7855,-0.0009372379342947843,3.8469993327038026
18.036,-0.0011504543456231715,3.887572236567684
18.2865,-0.0013613554556683848,3.8638554453109637
18.537,-0.0015591524480585513,3.7864882337649233
18.7875,-0.0017265042166521528,3.771602078380832
19.038,-0.0018623529190627027,3.768643898093094
19.2885,-0.0019616279069358945,3.748139757426635
19.539,-0.002018015308167171,3.70667176773308
19.7895,-0.0020267273987657273,3.6375136176697542
20.04,-0.0019847948832671727,3.5311600424122727
20.2905,-0.0018912851747597203,3.376264626810835
20.541,-0.0017474343367126358,3.1609202521583066
20.7915,-0.0015566839325786641,2.8741813071457982
21.042,-0.001324618070939379,2.5076986741358196
21.2925,-0.0010588002667325644,2.0573200196109616
21.543,-0.0007685141811116692,1.5245009279716166
21.7935,-0.00046264227119403043,0.9128088087293262
22.044,-0.00015646131939001616,0.24695306636997152
22.2945,0.00013831112928896897,-0.45077374671309656
22.545,0.0004128368338264009,-1.1595979618789949
22.7955,0.0006540250819267585,-1.8401563473945544
23.046,0.0008515645542478123,-2.453876531528013
23.2965,0.0009967758296044985,-2.96092997876346
23.547,0.0010830674045718698,-3.3229909012724117
23.7975,0.0011063195505607555,-3.506206454746795
24.048,0.0010435251740214353,-3.413351121002062
24.2985,0.0009030693455172463,-3.0446055060124997
24.549,0.0007200312313776552,-2.4978393339628964
24.7995,0.0005269335924226494,-1.7280451654497793
25.05,0.00037447327583455507,-0.6196413738781135
25.3005,0.0002834946335784727,0.48453168993396656
25.551,0.0002736736505114592,1.290341177441815
25.8015,0.0003245626210230985,1.8185375488332882
26.052,0.0003660748825946814,2.2970725502717646
26.3025,0.000386107302183166,2.7452102623781287
26.553,0.00038363580090426767,3.1460734506198396
26.8035,0.00035864402996491085,3.4858917806017553
27.054,0.0003120846718827182,3.7546072962252075
27.3045,0.0002458035710542469,3.9462057298029745
27.555,0.00016243092556949103,4.058769649904038
27.8055,6.524496280169297e-5,4.094268371582994
28.056,-4.198553492410894e-5,4.058116495997875
28.3065,-0.0001551728235980864,3.9585468321191057
28.557,-0.0002700885136281147,3.805853454208474
28.8075,-0.0003825411552109768,3.611566238547309
29.058,-0.0004885458851742584,3.3876192033336396
29.3085,-0.0005844794599587187,3.1455714803788464
29.559,-0.0006672147907898613,2.895932221671327
29.8095,-0.0007342301096323642,2.647629904019751
30.06,-0.0007836890822090296,2.4076532681703235
30.3105,-0.0008144894948868128,2.1808765810535755
30.561,-0.0008262795192061345,1.9700671653283897
30.8115,-0.0008183240028701962,1.7793827830349889
31.062,-0.0007863457604853475,1.6263512336922392
31.3125,-0.0007337382658985455,1.5087056992381669
31.563,-0.0006633481311331741,1.4262750119983219
31.8135,-0.0005787139558345039,1.3775391936772843
32.064,-0.00048389932154525964,1.3599576450935305
32.3145,-0.0003833016389481461,1.3703237263994126
32.565,-0.0002814503548952056,1.4050998054727997
32.8155,-0.00018280332134145216,1.460706255262713
33.066,-9.155006817142023e-5,1.5337442747308356
33.3165,-1.1430302547930682e-5,1.621140083807615
33.567,5.442479961176614e-5,1.7202063188702565
33.8175,0.00010362200425241772,1.8286246292191344
34.068,0.0001346009421015614,1.9443608782674617
34.3185,0.00014669086981977387,2.065530401351583
34.569,0.00014012724686716748,2.19023500813754
34.8195,0.00011602782425495931,2.316395543621299
35.07,7.63296563891198e-5,2.441603718073187
