time,dF,dRV
0.0,-0.0048323150171704545,9.232107324895484
0.2505,-0.004692092709720857,8.703649885026731
0.501,-0.004548063517868384,8.204748972080807
0.7515,-0.004403738778697725,7.744433432416938
1.002,-0.004262019807655373,7.329561871195654
1.2525,-0.004125110167025819,6.964333985173132
1.503,-0.003994460918543248,6.649913331344193
1.7535,-0.0038707488570086527,6.384121006075713
2.004,-0.003752309088121953,6.11732589128003
2.2545,-0.0036341644985388583,5.785175345868582
2.505,-0.0035165823253502392,5.452763109130208
2.7555,-0.00339988215691394,5.140703147485394
3.006,-0.003283333551418441,4.845709145994707
3.2565,-0.0031660471678577624,4.5637648218842735
3.507,-0.0030463321290273284,4.266955299473771
3.7575,-0.002918898515420381,3.871162332227944
4.008,-0.002781423090840034,3.399744847381941
4.2585,-0.002635016757156764,2.892240752020492
4.509,-0.002482479232944376,2.409546294120353
4.7595,-0.0023263428022306685,1.9719675288063965
5.01,-0.0021686568591691444,1.5870491632223314
5.2605,-0.002011312990710438,1.2600901793373995
5.511,-0.0018560087150198425,0.9938791477189753
5.7615,-0.001703845452012526,0.8012675805886398
6.012,-0.0015717520894686175,0.7205789125305597
6.2625,-0.0014577572782714287,0.704345381221825
6.513,-0.0013472845143737279,0.7194948183911647
6.7635,-0.0012390412470857754,0.723783163007394
7.014,-0.0011302495740949624,0.6445085966226543
7.2645,-0.0010230794225414453,0.4468402085522527
7.515,-0.0009070542726355264,0.14404850655589418
7.7655,-0.0007870748765438827,-0.16528582528554542
8.016,-0.0006664404764856857,-0.458803872262893
8.2665,-0.0005478964143140885,-0.7248848019785814
8.517,-0.0004380346221829909,-0.9114299669724164
8.7675,-0.00033809868390889523,-1.034442194277849
9.018,-0.00025030597714866893,-1.0887882185009332
9.2685,-0.0001781877682709082,-1.0616582558216752
9.519,-0.00013603841598385026,-0.8974313326962938
9.7695,-0.00011385370045304318,-0.6569141117456976
10.02,-0.00011146633508286827,-0.3479828683220127
10.2705,-0.000127853602122386,0.017560132792066918
10.521,-0.0001599960723956741,0.3852568112070641
10.7715,-0.00019988982415305184,0.6444272191957493
11.022,-0.00024066910321191628,0.7717239355388229
11.2725,-0.00028140046853417577,0.833217350481063
11.523,-0.00032263737412178674,0.8835479858432449
11.7735,-0.00036340635174092765,0.9237266763604444
12.024,-0.00040260447791934113,0.9529537877206439
12.2745,-0.00043911534202879717,0.970574086083213
12.525,-0.00047185103541626564,0.9760433989582041
12.7755,-0.0004997944022031689,0.9689064113489476
13.026,-0.000522039784835309,0.9487910948143885
13.2765,-0.0005378305246484084,0.9154232781324355
13.527,-0.0005465915789287495,0.8686624363766612
13.7775,-0.0005479557879652859,0.8085571119858013
14.028,-0.0005417825621731119,0.7354157237309419
14.2785,-0.0005269379252612104,0.6750581541254593
14.529,-0.0005009184126126572,0.762328436241551
14.7795,-0.00047101377546959777,1.0715870000230228
15.03,-0.00044850536318501703,1.5630025770792737
15.2805,-0.0004408137074532763,2.1316990791520447
15.531,-0.00045180039021518545,2.75612037291407
15.7815,-0.0004846235492742297,3.419283287179809
16.032,-0.0005413711972967769,4.111549278185524
16.2825,-0.0006222897496770184,4.89084414255024
16.533,-0.000732076152981341,5.733211708382976
16.7835,-0.0008733175248856436,6.571377027446377
17.034,-0.0010454942401256124,7.385985244355153
17.2845,-0.001246878666844172,8.160062199500539
17.535,-0.0014745826705786721,8.878585775158367
17.7855,-0.0017246274962902913,9.5287113068276
18.036,-0.0019920529120363286,10.099829609346273
18.2865,-0.0022710620663234744,10.583480325015655
18.537,-0.002555197232295397,10.97315327424671
18.7875,-0.002837478859406003,11.261711409089008
19.038,-0.003108309906523994,11.386869091501085
19.2885,-0.003358008105496199,11.347197252316752
19.539,-0.003579824575204228,11.295769261353314
19.7895,-0.0037701180886388942,11.343079027134603
20.04,-0.003933035959144202,11.52471119828174
20.2905,-0.0040738248868561686,11.754598449920644
20.541,-0.004193869322324846,11.99303951310788
20.7915,-0.00429424499366924,12.231389465051244
21.042,-0.004376470759042512,12.45826820654782
21.2925,-0.004442412984203517,12.660521066886142
21.543,-0.004494177784281315,12.824295227238967
21.7935,-0.00453399575270743,12.936152207916686
22.044,-0.0045641040877725195,12.984135382196827
22.2945,-0.004586631116162208,12.958715813432777
22.545,-0.004603488099619206,12.853549316626097
22.7955,-0.004616188397560023,12.667457887180293
23.046,-0.00462273415556981,12.485358816825423
23.2965,-0.004625151779014095,12.439448699532239
23.547,-0.004630697364578316,12.659529979166155
23.7975,-0.004652706597826462,13.109993091023863
24.048,-0.004701597537932115,13.683229068447755
24.2985,-0.00478193232670117,14.338413082412588
24.549,-0.004895969082586491,15.062946355618246
24.7995,-0.0050440060532017765,15.856736449424075
25.05,-0.0052263483025240245,16.698647165037656
25.3005,-0.00544173005585784,17.55413264818231
25.551,-0.0056868395150325175,18.397031754274376
25.8015,-0.00595699270854512,19.200019677571287
26.052,-0.006246279318830993,19.935406469501835
26.3025,-0.006529092013226279,20.5423574824245
26.553,-0.00680335462173947,21.010690652015306
26.8035,-0.007082507008029988,21.350289939434024
27.054,-0.007347949229002719,21.447163890630534
27.3045,-0.007586475903025167,21.241958383207702
27.555,-0.007792076802519459,20.816771891766233
27.8055,-0.007962413963018514,20.246612003566604
28.056,-0.008093252999739783,19.545135066803574
28.3065,-0.008180873569312347,18.72820466302856
28.557,-0.008222190097032999,17.812948771524525
28.8075,-0.008213404220087327,16.78247119649383
29.058,-0.008152488198416392,15.667255274364841
29.3085,-0.008040356437732222,14.51774249597796
29.559,-0.007877982276633654,13.353738065635117
29.8095,-0.007667210609429525,12.19273104702642
30.06,-0.0074107300854812045,11.049457552760668
30.3105,-0.007112023229953253,9.935664512525495
30.561,-0.006775295664645278,8.860080134948957
30.8115,-0.006405386072783181,7.828579020216717
31.062,-0.006007659152740587,6.844517022557854
31.3125,-0.005586945456329195,5.931067987484186
31.563,-0.005147427349865656,5.204526832076601
31.8135,-0.004701584728966225,4.7025291375865805
32.064,-0.00426148979497959,4.284623959584087
32.3145,-0.0038303581993519337,3.821958836473456
32.565,-0.0034120523611128276,3.3095734370457004
32.8155,-0.0030190319029335857,2.8692358645961598
33.066,-0.0026636521709180825,2.5621963083611856
33.3165,-0.0023546987484452603,2.395891077309819
33.567,-0.0020992115603943517,2.3748884606299283
33.8175,-0.0019022643431472995,2.5003072275821445
34.068,-0.0017668104439152526,2.7692516313225988
34.3185,-0.0016936003912759268,3.174313235193461
34.569,-0.0016811742174620153,3.7031919399918505
34.8195,-0.00172592893380363,4.338486797922444
35.07,-0.001822258953952873,5.057701455188229
35.3205,-0.001962764716854498,5.833499539860561
35.571,-0.002137312203599073,6.593034065470621
35.8215,-0.002329531884386361,7.174827424278612
36.072,-0.002520069634601116,7.4533920806411995
36.3225,-0.0026971795283571923,7.491172084665616
36.573,-0.0028552045362234585,7.385677294733334
36.8235,-0.002993429329289649,7.233635265446548
37.074,-0.003108168333388284,7.0409787900995155
37.3245,-0.0031961123038292513,6.810700302189955
37.575,-0.003254549706541618,6.544942840163647
37.8255,-0.0032814612911785585,6.244997793839647
38.076,-0.003275317801046249,5.904700304953606
38.3265,-0.0032340327069344333,5.497899439746796
38.577,-0.0031567056262184366,5.019825470062045
38.8275,-0.0030456545079169785,4.497170636418926
39.078,-0.002904062406507318,3.9450364396172493
39.3285,-0.0027352975263616793,3.3688455597300555
39.579,-0.0025420493852373544,2.818467912861851
39.8295,-0.002330122022918425,2.3643400931980496
40.08,-0.002109309971848362,1.9522696275577212
40.3305,-0.001886169147984701,1.5698637414183345
40.581,-0.0016665409783654904,1.2227051533462048
40.8315,-0.0014559120825394921,0.9168709309765066
41.082,-0.0012592422921036844,0.6588001780930206
41.3325,-0.0010808125110380003,0.45501656610018504
41.583,-0.0009240974880959331,0.31171985526235035
41.8335,-0.000791667686495328,0.23427363497374087
42.084,-0.0006851234070788979,0.2266278146356826
42.3345,-0.0006050631852473461,0.29072300621834724
42.585,-0.0005510872792701123,0.42592912631317104
42.8355,-0.0005218358403035133,0.6285718153952691
43.086,-0.0005150601456412661,0.8915974057538865
43.3365,-0.0005277241287332884,1.2044202424790673
43.587,-0.0005566175808726079,1.567421391685361
43.8375,-0.0005967793860529924,1.9129237564706691
44.088,-0.0006378749160377079,2.112739238119089
44.3385,-0.0006705480832572864,2.1390826762649984
44.589,-0.0006926502665069244,2.134440998215576
44.8395,-0.0007060667373080594,2.2935142851400094
45.09,-0.0007187134909801575,2.6474324915472565
45.3405,-0.0007390518741121457,3.1026724081334205
45.591,-0.0007709054792218718,3.616378444226736
45.8415,-0.0008169679494022808,4.174070769768875
46.092,-0.000879446264956281,4.759317316050515
46.3425,-0.0009599502327222151,5.354663501705529
46.593,-0.00105940271159089,5.942551953626257
46.8435,-0.0011779743208483891,6.50617610297517
47.094,-0.001315045490391365,7.030219248165921
47.3445,-0.0014910718938399405,7.546723166940425
47.595,-0.0017472584655227013,8.120597366685555
47.8455,-0.002013333088638793,8.598139115444349
48.096,-0.002282253033803248,8.989459996466325
48.3465,-0.0025449475440942797,9.409895315500147
48.597,-0.0027978171298307826,9.981400044402827
48.8475,-0.0030451404265507943,10.685713950530154
49.098,-0.0032908422671199563,11.438385679821298
49.3485,-0.0035342666285738712,12.166232082081454
49.599,-0.0037730815506581902,12.850534253408473
49.8495,-0.00400492946517281,13.472179606925827
50.1,-0.004227480360995212,14.01264976556371
50.3505,-0.004438479368782185,14.455150950026251
50.601,-0.004635788859659529,14.78566250873626
50.8515,-0.004817423762252256,14.993830268084047
51.102,-0.004981579217084593,15.073641120520485
51.3525,-0.005126650118325658,15.023829715273862
51.603,-0.005250375450109736,14.861899555434515
51.8535,-0.005350714932618024,14.62960467792318
52.104,-0.005428940166354835,14.364684321595208
52.3545,-0.005487551848293274,14.075237092932225
52.605,-0.005528315165756928,13.750210721526223
52.8555,-0.0055517304438328086,13.401517583246298
53.106,-0.005558140004962045,13.042805099090156
53.3565,-0.005547780875841914,12.685393381571776
53.607,-0.005520127351401352,12.332285199545524
53.8575,-0.005471186877747072,11.902531009584342
54.108,-0.005397385113260312,11.377065137751966
54.3585,-0.005302383993377175,10.85712550936684
54.609,-0.005189476152235061,10.374623895864872
54.8595,-0.0050613430145177414,9.937582540306853
55.11,-0.004920791417701445,9.550730837890606
55.3605,-0.004770658284058254,9.215374271355946
55.611,-0.004612920308590874,8.909903840904594
